Gene ID	source_id	Organism	Product Description	Fold Change	Chosen Ref (floor)	Chosen Comp (floor)	3D7 2020 sense - 0hr 3D7 DAFT-seq	3D7 2020 sense - 8hr 3D7 DAFT-seq	3D7 2020 sense - 16hr 3D7 DAFT-seq	3D7 2020 sense - 40hr 3D7 DAFT-seq	3D7 2020 sense - 32hr 3D7 DAFT-seq	3D7 2020 sense - 48hr 3D7 DAFT-seq	3D7 2020 sense - 24hr 3D7 DAFT-seq
PF3D7_1324200	PF3D7_1324200.1	Plasmodium falciparum 3D7	micro-fibrillar-associated protein, putative	1	230.91	230.91	223.94	258.02	288.05	178.11	268.34	204.23	217.67
PF3D7_1324300	PF3D7_1324300.1	Plasmodium falciparum 3D7	conserved Plasmodium membrane protein, unknown function	1	102.86	102.86	116.41	84.86	91.65	86.82	129.13	89.03	134.72
PF3D7_1324400	PF3D7_1324400.1	Plasmodium falciparum 3D7	PRELI domain-containing protein, putative	1	105.86	105.86	158.19	189.45	96.65	60.76	58.44	96.06	83
PF3D7_1324500	PF3D7_1324500.1	Plasmodium falciparum 3D7	DEAD box helicase, putative	1	68.22	68.22	44.03	46.29	45.67	76.66	104.7	57.06	103.9
PF3D7_1324600	PF3D7_1324600.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	52.69	52.69	43.59	40.18	40.63	57.91	77.86	54.13	70.98
PF3D7_1324700	PF3D7_1324700.1	Plasmodium falciparum 3D7	SNARE protein, putative	1	72.35	72.35	63.82	87.86	60.59	98.19	68.51	72.25	55.79
PF3D7_1324800	PF3D7_1324800.1	Plasmodium falciparum 3D7	dihydrofolate synthase/folylpolyglutamate synthase	1	94.79	94.79	46.47	54.52	76.25	120.83	149.99	64.75	151.79
PF3D7_1324900	PF3D7_1324900.1	Plasmodium falciparum 3D7	L-lactate dehydrogenase	1	1333.61	1333.61	604.24	1387.92	1882.56	922.25	1706.15	848.97	1988.66
PF3D7_1325000	PF3D7_1325000.1	Plasmodium falciparum 3D7	U6 snRNA-associated Sm-like protein LSm6, putative	1	90.12	90.12	57.7	99.93	110.39	78.91	89.91	67.22	129.35
PF3D7_1325100	PF3D7_1325100.1	Plasmodium falciparum 3D7	phosphoribosylpyrophosphate synthetase	1	364.43	364.43	293.49	400.33	482.57	222.07	437.28	247.66	475.43
PF3D7_1325200	PF3D7_1325200.1	Plasmodium falciparum 3D7	lactate dehydrogenase, putative	1	16.59	16.59	14.94	20.21	18.68	17.14	8.01	25.94	11.65
PF3D7_1325300	PF3D7_1325300.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	11.07	11.07	16.1	12.72	12.71	8.1	7.44	10.76	10.73
PF3D7_1325400	PF3D7_1325400.1	Plasmodium falciparum 3D7	CRWN-like protein, putative	1	213.42	213.42	234.16	104.87	73.33	393.25	339.78	245.55	121.46
PF3D7_1325500	PF3D7_1325500.1	Plasmodium falciparum 3D7	PUA domain-containing protein	1	37.58	37.58	25.18	20.72	30.11	38.32	53.28	31.18	80.03
PF3D7_1325600	PF3D7_1325600.1	Plasmodium falciparum 3D7	mitochondrial fission 1 protein	1	51.60	51.6	55.76	35.94	28.48	81.37	59.38	69.9	52.88
PF3D7_1325700	PF3D7_1325700.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	75.61	75.61	63.09	66.01	77.57	78.64	76.59	75.15	94.03
PF3D7_1325800	PF3D7_1325800.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	92.57	92.57	66.06	68.33	152.38	47.4	75.5	55.55	194.81
PF3D7_1325900	PF3D7_1325900.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	94.53	94.53	89.04	61.59	39.33	141.91	165.9	92.81	87.22
PF3D7_1326000	PF3D7_1326000.1	Plasmodium falciparum 3D7	respiratory chain complex 3 associated protein 2	1	44.33	44.33	52.99	50.32	22.8	43.31	38.38	29.82	74.56
PF3D7_1326100	PF3D7_1326100.1	Plasmodium falciparum 3D7	WD repeat-containing protein, putative	1	113.58	113.58	92.91	102.93	113.49	112.53	124.15	91.77	160.03
PF3D7_1326200	PF3D7_1326200.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	39.41	39.41	45.29	46.02	24.21	28.5	39.62	26.6	68.79
PF3D7_1326300	PF3D7_1326300.1	Plasmodium falciparum 3D7	RNA-binding protein, putative	1	198.21	198.21	131.55	239.58	236.77	167.13	215.47	177.16	226.26
PF3D7_1326400	PF3D7_1326400.1	Plasmodium falciparum 3D7	translation initiation factor eIF-2B subunit gamma, putative	1	60.39	60.39	48.48	90.85	71.76	38.66	52.08	40.29	98.44
PF3D7_1326500	PF3D7_1326500.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	59.55	59.55	63.95	51.66	42.37	65.62	75.64	60.79	62.99
PF3D7_1326600	PF3D7_1326600.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	104.53	104.53	86.6	59.12	54.5	119.88	182.28	90.67	140.85
PF3D7_1326700	PF3D7_1326700.1	Plasmodium falciparum 3D7	ubiquitin-activating enzyme, putative	1	120.52	120.52	159.6	138.69	120.6	103.74	83.8	121.89	116.27
PF3D7_1326800	PF3D7_1326800.1	Plasmodium falciparum 3D7	syntaxin, Qa-SNARE family	1	42.92	42.92	38.01	44.05	40.91	41.64	51.72	34.58	50.29
PF3D7_1326900	PF3D7_1326900.1	Plasmodium falciparum 3D7	conserved Plasmodium membrane protein, unknown function	1	111.02	111.02	163.78	139.86	123.86	70.11	87.85	93.33	110.9
PF3D7_1327000	PF3D7_1327000.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	88.79	88.79	80.81	103.72	116.43	55.44	92.53	61.7	124.44
PF3D7_1327100	PF3D7_1327100.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	4.80	4.8	5.15	10.37	5.81	4.53	2.92	6	8
PF3D7_1327200	PF3D7_1327200.1	Plasmodium falciparum 3D7	ribonuclease P protein subunit RPR2, putative	1	53.43	53.43	56.07	87.09	66.48	28.02	29.4	33.74	73.98
PF3D7_1327300	PF3D7_1327300.1	Plasmodium falciparum 3D7	subpellicular microtubule protein 3	1	694.78	694.78	1314.83	537.49	538.81	679.28	352.47	1130.35	338
PF3D7_1327400	PF3D7_1327400.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	137.05	137.05	145.44	48.27	51.54	250.39	202.33	152.91	111.84
PF3D7_1327500	PF3D7_1327500.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	35.24	35.24	42.05	15.57	5.12	80.06	48.45	44.12	12.09
PF3D7_1327600	PF3D7_1327600.1	Plasmodium falciparum 3D7	nicotinamide/nicotinic acid mononucleotide adenylyltransferase	1	68.33	68.33	139.71	55.78	32.94	76.11	30.92	94.45	51.25
PF3D7_1327700	PF3D7_1327700.1	Plasmodium falciparum 3D7	regulator of nonsense transcripts 3B, putative	1	75.56	75.56	94.36	111.18	81.39	41.86	58.85	49.38	93.74
PF3D7_1327800	PF3D7_1327800.1	Plasmodium falciparum 3D7	ribose-phosphate pyrophosphokinase, putative	1	122.77	122.77	96.44	164.77	172.1	80.57	97.43	87.26	161.82
PF3D7_1327900	PF3D7_1327900.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	3.44 (5.3)	3.44 (5.3)	4.26	5.93	1.03	5.05	0.51	4.4	3.47
PF3D7_1328000	PF3D7_1328000.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	59.74	59.74	51.83	36.99	24.57	78.8	98.92	50.38	77.25
PF3D7_1328100	PF3D7_1328100.1	Plasmodium falciparum 3D7	proteasome subunit beta type-7, putative	1	130.72	130.72	87.74	110.2	144.72	132.63	182.49	92.96	165.89
PF3D7_1328200	PF3D7_1328200.1	Plasmodium falciparum 3D7	BRCA2 protein, putative	1	66.43	66.43	62.68	40.87	27.06	93.91	109.6	60.76	71.38
PF3D7_1328300	PF3D7_1328300.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	257.32	257.32	382.98	149.05	125.81	401.54	258.04	325.3	173.56
PF3D7_1328400	PF3D7_1328400.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	62.13	62.13	56.01	44.78	70	47.6	73.52	48.08	96.88
PF3D7_1328500	PF3D7_1328500.1	Plasmodium falciparum 3D7	alpha/beta-hydrolase, putative	1	201.51	201.51	221.18	241.91	214.68	157.25	151.83	218.15	211.27
PF3D7_1328600	PF3D7_1328600.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	20.76	20.76	26.59	32.39	18.67	15.22	9.87	23.53	19.72
PF3D7_1328800	PF3D7_1328800.1	Plasmodium falciparum 3D7	transcriptional regulatory protein sir2a	1	57.92	57.92	67.08	48.81	38.28	94.32	51.82	77.29	29.57
PF3D7_1328900	PF3D7_1328900.1	Plasmodium falciparum 3D7	PUB domain-containing protein, putative	1	99.00	99	85.25	87.79	98	95.29	102.81	79.09	148.55
PF3D7_1329000	PF3D7_1329000.1	Plasmodium falciparum 3D7	DNA-directed RNA polymerase III subunit RPC1, putative	1	143.04	143.04	133.03	216.28	197.21	75.32	107.77	105.41	175.25
PF3D7_1329100	PF3D7_1329100.1	Plasmodium falciparum 3D7	myosin F, putative	1	213.93	213.93	127.26	189.46	269.37	211.9	238.51	159.59	304.02
PF3D7_1329200	PF3D7_1329200.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	48.68	48.68	45.98	29.47	29.12	65.27	82.26	41.98	59.61
PF3D7_1329300	PF3D7_1329300.1	Plasmodium falciparum 3D7	chromatin assembly factor 1 subunit B, putative	1	93.32	93.32	71.29	78.95	56.6	126.62	119.25	94.35	114.64
PF3D7_1329400	PF3D7_1329400.1	Plasmodium falciparum 3D7	AMP deaminase	1	46.35	46.35	27.46	51.33	64.23	32.82	45.22	39.56	63.94
PF3D7_1329500	PF3D7_1329500.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	543.86	543.86	869.98	1050.12	491.62	294.51	188.89	651.57	281.76
PF3D7_1329600	PF3D7_1329600.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	362.50	362.5	650.24	417.77	392.62	230.96	225.32	408.3	262.9
PF3D7_1329700	PF3D7_1329700.1	Plasmodium falciparum 3D7	apicoplast calcium binding protein 1	1	78.41	78.41	113.99	67.23	46.81	105.43	44.88	144.58	30.54
PF3D7_1329800	PF3D7_1329800.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	20.11	20.11	26.81	16.42	12.39	16	15.7	17.73	37.38
PF3D7_1329900	PF3D7_1329900.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	38.49	38.49	32.95	35.37	35.42	30.96	40.34	33.87	61.99
PF3D7_1330000	PF3D7_1330000.1	Plasmodium falciparum 3D7	PITH domain-containing protein, putative	1	85.83	85.83	48.34	85.05	116.38	77.86	107.18	80.23	103.46
PF3D7_1330000	PF3D7_1330000.2	Plasmodium falciparum 3D7	PITH domain-containing protein, putative	1	85.83	85.83	48.34	85.05	116.38	77.86	107.18	80.23	103.46
PF3D7_1330100	PF3D7_1330100.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	227.33	227.33	193.73	172.41	182.82	311.64	438.01	208.24	334.72
PF3D7_1330200	PF3D7_1330200.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	111.20	111.2	89.68	82.28	82.32	169.21	220.62	119.93	157.08
PF3D7_1330300	PF3D7_1330300.1	Plasmodium falciparum 3D7	DnaJ protein, putative	1	112.79	112.79	71.93	93.5	118.28	104.83	129.05	75.36	200.96
PF3D7_1330400	PF3D7_1330400.1	Plasmodium falciparum 3D7	ER lumen protein retaining receptor 1, putative	1	187.19	187.19	187.05	238.86	153.14	239.56	167.46	167.83	160.45
PF3D7_1330500	PF3D7_1330500.1	Plasmodium falciparum 3D7	CTLH domain-containing protein, putative	1	105.14	105.14	121.54	83.91	75.2	132.85	135.26	127.74	76.77
PF3D7_1330600	PF3D7_1330600.1	Plasmodium falciparum 3D7	elongation factor Tu, putative	1	95.59	95.59	46.66	54.44	67.39	105.33	175.31	93.81	126.92
PF3D7_1330700	PF3D7_1330700.1	Plasmodium falciparum 3D7	GPI transamidase subunit PIG-U, putative	1	44.11	44.11	40.12	33.05	24.26	52.57	61.74	36.94	61.45
PF3D7_1330800	PF3D7_1330800.1	Plasmodium falciparum 3D7	RNA-binding protein, putative	1	457.80	457.8	477.9	537.66	702.82	233.6	344.78	387.96	569.71
PF3D7_1331000	PF3D7_1331000.1	Plasmodium falciparum 3D7	protein kinase, putative	1	43.14	43.14	68.3	28.2	17.27	61.33	30.15	82.53	18.29
PF3D7_1331100	PF3D7_1331100.1	Plasmodium falciparum 3D7	DNA polymerase theta, putative	1	130.70	130.7	121.36	156.64	120.26	173.44	92.93	152.25	100.94
PF3D7_1331200	PF3D7_1331200.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	198.00	198	265.24	213.93	215.93	152.26	180.3	167.59	196.45
PF3D7_1331300	PF3D7_1331300.1	Plasmodium falciparum 3D7	signal peptidase complex catalytic subunit SEC11	1	102.75	102.75	76.39	57.23	46.27	149.86	181.28	103.9	105.01
PF3D7_1331400	PF3D7_1331400.1	Plasmodium falciparum 3D7	CPW-WPC family protein	1	10.59	10.59	8.4	10.68	8.9	13.11	10.73	14.28	8.02
PF3D7_1331500	PF3D7_1331500.1	Plasmodium falciparum 3D7	ATF7-int domain-containing protein, putative	1	154.31	154.31	348.78	74.45	52.67	206.97	80.98	266.2	54.42
PF3D7_1331600	PF3D7_1331600.1	Plasmodium falciparum 3D7	3-hydroxyacyl-CoA dehydratase DEH	1	74.08	74.08	36.86	33.39	25.65	125.77	128.36	67.36	102.77
PF3D7_1331700	PF3D7_1331700.1	Plasmodium falciparum 3D7	glutamine--tRNA ligase, putative	1	200.92	200.92	117.85	285.81	299.64	130.79	186.88	141.53	247.16
PF3D7_1331800	PF3D7_1331800.1	Plasmodium falciparum 3D7	60S ribosomal protein L23, putative	1	335.43	335.43	192.74	427.72	513.32	195.27	329.24	228.79	504.18
PF3D7_1332000	PF3D7_1332000.1	Plasmodium falciparum 3D7	syntaxin, Qa-SNARE family	1	169.74	169.74	162.39	191.25	155.81	192.74	144.62	194.61	150.02
PF3D7_1332100	PF3D7_1332100.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	6.46	6.46	8.12	10.41	5.61	4.32	2.47	6.87	7.39
PF3D7_1332200	PF3D7_1332200.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	285.62	285.62	342.01	132.74	47.78	670.02	169.44	620.21	22.49
PF3D7_1332300	PF3D7_1332300.1	Plasmodium falciparum 3D7	trafficking protein particle complex subunit 2, putative	1	60.61	60.61	78.89	65.85	40.08	68.36	43.72	71.55	58.65
PF3D7_1332400	PF3D7_1332400.1	Plasmodium falciparum 3D7	nucleotidyltransferase, putative	1	122.55	122.55	139.85	165.94	144.84	75.56	89.5	107.9	136.57
PF3D7_1332500	PF3D7_1332500.1	Plasmodium falciparum 3D7	SAM-dependent RNA methyltransferase, putative	1	89.81	89.81	69.37	224.62	142.25	32.01	17.39	51.83	95.62
PF3D7_1332600	PF3D7_1332600.1	Plasmodium falciparum 3D7	DNA-(apurinic or apyrimidinic site) lyase 1	1	158.27	158.27	150.04	76.94	80.78	244.45	223.53	154.62	180.8
PF3D7_1332700	PF3D7_1332700.1	Plasmodium falciparum 3D7	ATP-dependent RNA helicase DBP8, putative	1	130.76	130.76	116.98	201.16	187.29	64.52	83.52	106.46	156.72
PF3D7_1332800	PF3D7_1332800.1	Plasmodium falciparum 3D7	eukaryotic translation initiation factor 6, putative	1	118.42	118.42	103.71	168.11	179.8	66.44	79.63	93.86	139.31
PF3D7_1332900	PF3D7_1332900.1	Plasmodium falciparum 3D7	isoleucine--tRNA ligase, putative	1	264.15	264.15	141.84	327.21	360.45	161.57	262.18	142.17	455.74
PF3D7_1333000	PF3D7_1333000.1	Plasmodium falciparum 3D7	20 kDa chaperonin	1	144.69	144.69	88.76	125.16	184.01	103.78	156.85	102.6	255.48
PF3D7_1333100	PF3D7_1333100.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	27.40	27.4	36.17	31.91	27.71	25.43	20.38	31.9	18.6
PF3D7_1333200	PF3D7_1333200.1	Plasmodium falciparum 3D7	ubiquitin-activating enzyme	1	119.06	119.06	93.26	94.05	116.1	114.82	159.68	84.49	172.99
PF3D7_1333300	PF3D7_1333300.1	Plasmodium falciparum 3D7	transmembrane emp24 domain-containing protein, putative	1	83.41	83.41	54.76	97.99	99.56	71.93	80.05	60	120.56
PF3D7_1333400	PF3D7_1333400.1	Plasmodium falciparum 3D7	AMMECR1 domain-containing protein, putative	1	109.06	109.06	67.15	171.77	148.66	79.59	84.73	71.84	141.18
PF3D7_1333500	PF3D7_1333500.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	77.99	77.99	62.32	43.4	77.94	74.09	108.04	62.93	118.46
PF3D7_1333600	PF3D7_1333600.1	Plasmodium falciparum 3D7	U3 small nucleolar RNA-associated protein 4, putative	1	157.13	157.13	159.34	260.91	235.55	66.52	82.04	117.08	182.76
PF3D7_1333700	PF3D7_1333700.1	Plasmodium falciparum 3D7	histone H3-like centromeric protein CSE4	1	84.85	84.85	105.99	47.6	38.59	153.35	93.58	99.08	56.93
PF3D7_1333800	PF3D7_1333800.1	Plasmodium falciparum 3D7	Voldacs domain-containing protein, putative	1	75.91	75.91	73.51	70.36	83.35	76.02	73.65	72.66	83.6
PF3D7_1333900	PF3D7_1333900.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	43.42	43.42	29.63	18.83	21.82	49.79	84.12	30.43	72.78
PF3D7_1334000	PF3D7_1334000.1	Plasmodium falciparum 3D7	RING zinc finger protein, putative	1	61.60	61.6	61.18	42.86	45.19	71.47	91.13	64.77	55.67
PF3D7_1334100	PF3D7_1334100.1	Plasmodium falciparum 3D7	origin recognition complex subunit 4, putative	1	71.93	71.93	51.29	52.33	42.49	76.9	117.43	55.01	110.09
PF3D7_1334200	PF3D7_1334200.1	Plasmodium falciparum 3D7	chaperone binding protein, putative	1	317.29	317.29	304.72	318.2	501.25	170.5	272.39	192.85	468.39
PF3D7_1334300	PF3D7_1334300.1	Plasmodium falciparum 3D7	MSP7-like protein	1	84.85	84.85	46.44	42.23	109.93	61.03	109.49	62.19	172.2
PF3D7_1334400	PF3D7_1334400.1	Plasmodium falciparum 3D7	MSP7-like protein	1	8.63	8.63	8.6	9.63	8.3	8.06	11.57	6.66	7.57
PF3D7_1334500	PF3D7_1334500.1	Plasmodium falciparum 3D7	MSP7-like protein	1	92.38	92.38	26.06	17.34	72.36	66.49	193.3	35.05	241.7
PF3D7_1334600	PF3D7_1334600.1	Plasmodium falciparum 3D7	MSP7-like protein	1	40.41	40.41	26.51	17.13	6.59	86.03	82.45	45.89	18.86
PF3D7_1334700	PF3D7_1334700.1	Plasmodium falciparum 3D7	MSP7-like protein	1	128.87	128.87	252.25	333.78	87.8	38.62	32.69	91.59	67.96
PF3D7_1334800	PF3D7_1334800.1	Plasmodium falciparum 3D7	MSP7-like protein	1	70.84	70.84	47.95	33.92	22.26	114.66	161.26	60.84	57.75
PF3D7_1335000	PF3D7_1335000.1	Plasmodium falciparum 3D7	MSP7-like protein	1	55.11	55.11	94.15	37.82	15.55	76.33	47.19	102.74	12.83
PF3D7_1335100	PF3D7_1335100.1	Plasmodium falciparum 3D7	merozoite surface protein 7	1	583.06	583.06	878.01	263.2	84.54	1232.97	480.53	1090.35	90.02
PF3D7_1335300	PF3D7_1335300.1	Plasmodium falciparum 3D7	reticulocyte binding protein 2 homologue b	1	106.92	106.92	954.29	186.83	52.01	475.12	90.66	742.3	17.52
PF3D7_1335400	PF3D7_1335400.1	Plasmodium falciparum 3D7	reticulocyte binding protein 2 homologue a	1	142.83	142.83	1238.84	214.04	63.17	598.15	116.23	952.58	22.97
PF3D7_1335500	PF3D7_1335500.1	Plasmodium falciparum 3D7	DNA replication complex GINS protein, putative	1	3.56	3.56	8.4	3.77	2.46	3.31	1.89	4.49	1.96
PF3D7_1335600	PF3D7_1335600.1	Plasmodium falciparum 3D7	WD repeat-containing protein, putative	1	52.19	52.19	59.83	70.48	53.56	48.11	43.14	42.55	48.59
PF3D7_1335700	PF3D7_1335700.1	Plasmodium falciparum 3D7	conserved oligomeric Golgi complex subunit 3, putative	1	112.66	112.66	85.04	61.66	71.88	149.04	188.22	93.01	142.58
PF3D7_1335800	PF3D7_1335800.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	112.26	112.26	83.56	58.91	71.84	141.83	167.35	90.82	174.62
PF3D7_1335900	PF3D7_1335900.1	Plasmodium falciparum 3D7	thrombospondin-related anonymous protein	1	4.92	4.92	3.78	3.5	3.36	6.65	5.12	9.05	3
PF3D7_1336000	PF3D7_1336000.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	100.89	100.89	121.87	165.65	102.78	75.92	57.63	69.02	120.28
PF3D7_1336100	PF3D7_1336100.1	Plasmodium falciparum 3D7	WPP motif-containing protein, putative	1	32.28	32.28	37.4	26.33	28.17	43.58	60.07	37.01	39.33
PF3D7_1336200	PF3D7_1336200.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	221.65	221.65	228.63	93.07	180.29	225.98	416.79	164.82	279.33
PF3D7_1336300	PF3D7_1336300.1	Plasmodium falciparum 3D7	conserved Plasmodium membrane protein, unknown function	1	20.04	20.04	28.1	6.25	18.96	23.95	42.68	19.63	39.69
PF3D7_1336400	PF3D7_1336400.1	Plasmodium falciparum 3D7	RanBPM and CLTH-like protein, putative	1	23.61	23.61	33.24	24.13	16.09	20.12	23.99	23.97	29.62
PF3D7_1336600	PF3D7_1336600.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	69.84	69.84	58.94	40.29	50.28	80.36	99.1	69.19	97.25
PF3D7_1336700	PF3D7_1336700.1	Plasmodium falciparum 3D7	parasitophorous vacuolar protein 3, putative	1	407.74	407.74	405.67	462.14	457.47	308.92	402.34	478.28	408.99
PF3D7_1336800	PF3D7_1336800.1	Plasmodium falciparum 3D7	nuclear movement protein, putative	1	191.38	191.38	158.83	210.07	297.86	104.78	156.3	134.98	280.55
PF3D7_1336900	PF3D7_1336900.1	Plasmodium falciparum 3D7	tryptophan--tRNA ligase	1	81.64	81.64	45.29	101.41	110.18	53.42	82.57	47.27	132.38
PF3D7_1337000	PF3D7_1337000.1	Plasmodium falciparum 3D7	mitochondrial intermediate peptidase, putative	1	41.65	41.65	26.08	36.37	51.3	25.46	35.22	26.39	91.08
PF3D7_1337100	PF3D7_1337100.1	Plasmodium falciparum 3D7	protein kinase 6	1	48.89	48.89	24.6	30.71	75.43	34.51	44.66	31.18	106.94
PF3D7_1337200	PF3D7_1337200.1	Plasmodium falciparum 3D7	1-deoxy-D-xylulose 5-phosphate synthase	1	77.32	77.32	33.81	54.38	76.09	69.93	112.73	46.17	150.51
PF3D7_1337300	PF3D7_1337300.1	Plasmodium falciparum 3D7	exoribonuclease, putative	1	129.75	129.75	103.6	170.52	183.68	77.1	113.31	85.49	178.64
PF3D7_1337400	PF3D7_1337400.1	Plasmodium falciparum 3D7	zinc finger protein, putative	1	198.49	198.49	244.88	270.26	195.59	132.65	178.71	155.77	216.39
PF3D7_1337500	PF3D7_1337500.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	245.96	245.96	309.3	386.65	299.87	208.22	228.6	252.94	272.1
PF3D7_1337700	PF3D7_1337700.1	Plasmodium falciparum 3D7	phosphoinositide-binding protein PH2	1	40.08	40.08	53.65	19.48	11.45	90.78	36.74	60.02	9.23
PF3D7_1337800	PF3D7_1337800.1	Plasmodium falciparum 3D7	calcium-dependent protein kinase 5	1	120.88	120.88	341.33	100.76	21.71	119.92	15.44	236.12	12.62
PF3D7_1337900	PF3D7_1337900.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	82.74	82.74	123.77	90.43	75.77	67.39	77.54	77.59	69.9
PF3D7_1338000	PF3D7_1338000.1	Plasmodium falciparum 3D7	LMBR1 domain-containing protein, putative	1	93.38	93.38	67.48	60.4	70.31	126.49	145.47	95.1	95.93
PF3D7_1338100	PF3D7_1338100.1	Plasmodium falciparum 3D7	26S proteasome regulatory subunit RPN3, putative	1	240.45	240.45	136.17	186.95	211.99	294.33	363.66	207.65	284.46
PF3D7_1338200	PF3D7_1338200.1	Plasmodium falciparum 3D7	60S ribosomal protein L6, putative	1	414.25	414.25	328.08	641.07	649.9	182.73	249.79	204.72	647.05
PF3D7_1338300	PF3D7_1338300.1	Plasmodium falciparum 3D7	elongation factor 1-gamma, putative	1	637.60	637.6	428.14	753.52	1076.26	345.12	573.24	391.72	899.88
PF3D7_1338400	PF3D7_1338400.1	Plasmodium falciparum 3D7	SprT-like domain-containing protein, putative	1	18.88	18.88	20.92	19.98	15.04	20.42	14.88	25.92	16.7
PF3D7_1338500	PF3D7_1338500.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	21.67	21.67	18.46	18.61	14.36	20.32	25.24	15.15	39.85
PF3D7_1338600	PF3D7_1338600.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	126.06	126.06	121.29	69.96	56.12	158.35	180.24	157.42	143.12
PF3D7_1338700	PF3D7_1338700.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	122.30	122.3	84.73	52.79	51.16	187.85	213.13	108.94	161.39
PF3D7_1338800	PF3D7_1338800.1	Plasmodium falciparum 3D7	CPW-WPC family protein	1	46.89	46.89	27.69	38.3	43.8	54.33	48.77	60.82	55.56
PF3D7_1338900	PF3D7_1338900.1	Plasmodium falciparum 3D7	serine/threonine protein kinase, putative	1	74.83	74.83	70.76	52.43	42.23	91.26	107.66	64.26	96.01
PF3D7_1339000	PF3D7_1339000.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	10.45	10.45	8.66	13.83	14.01	9.26	6.65	12.23	9.26
PF3D7_1339300	PF3D7_1339300.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	395.59	395.59	543.71	340.14	386.4	381.54	346.54	399.09	376.36
PF3D7_1339400	PF3D7_1339400.1	Plasmodium falciparum 3D7	cytochrome c oxidase subunit ApiCOX14, putative	1	84.22	84.22	84.86	73.31	60.5	130.01	75.81	107.06	91.71
PF3D7_1339500	PF3D7_1339500.1	Plasmodium falciparum 3D7	ribosomal protein L49, mitochondrial, putative	1	19.52	19.52	18.88	21.9	20.75	18.77	23.89	18.16	62.1
PF3D7_1339600	PF3D7_1339600.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	36.72	36.72	29.09	29.74	34.95	32.9	43.77	26.84	60.2
PF3D7_1339700	PF3D7_1339700.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	163.57	163.57	147.93	61.8	61.02	271.03	334.94	146.7	129.1
PF3D7_1339800	PF3D7_1339800.1	Plasmodium falciparum 3D7	mitotic-spindle organizing protein 1, putative	1	43.17	43.17	51.6	36.28	39.26	47.7	51.84	36.07	53.66
PF3D7_1339900	PF3D7_1339900.1	Plasmodium falciparum 3D7	ABC transporter B family member 5, putative	1	42.94	42.94	26.48	29.86	30.04	53.62	58.85	38.17	64.63
PF3D7_1340000	PF3D7_1340000.1	Plasmodium falciparum 3D7	secreted ookinete protein, putative	1	20.25	20.25	23.77	23.26	25.53	14.12	18.45	24.1	17.84
