A0A140KXU9	PF3D7_API00100
Q8I3M5	PF3D7_0524000
Q8I3M7	PF3D7_0523800
Q8I3M8	PF3D7_0523700
Q8I3N0	PF3D7_0523400
Q8I3N1	PF3D7_0523300
Q8I3N2	PF3D7_0523200
Q8I3N3	PF3D7_0523100
Q8I3N4	PF3D7_0522900
Q8I3N5	PF3D7_0522800
Q8I3N6	PF3D7_0522700
Q8I3N7	PF3D7_0522600
Q8I3P1	PF3D7_0522200
Q8I3P2	PF3D7_0522100
Q8I3P3	PF3D7_0522000
Q8I3P4	PF3D7_0521900
Q8I3P6	PF3D7_0521700
Q8I3P7	PF3D7_0521500
Q8I3P8	PF3D7_0521400
Q8I3P9	PF3D7_0521300
Q8I3Q1	PF3D7_0521100
Q8I3Q2	PF3D7_0521000
Q8I3Q4	PF3D7_0520700
Q8I3Q5	PF3D7_0520500
Q8I3Q6	PF3D7_0520400
Q8I3Q7	PF3D7_0520300
Q8I3Q8	PF3D7_0520200
Q8I3R0	PF3D7_0520000
Q8I3R1	PF3D7_0519900
Q8I3R2	PF3D7_0519800
Q8I3R4	PF3D7_0519600
Q8I3R5	PF3D7_0519500
Q8I3R6	PF3D7_0519400
Q8I3R7	PF3D7_0519200
Q8I3R9	PF3D7_0519000
Q8I3S0	PF3D7_0518900
Q8I3S3	PF3D7_0518700
Q8I3S4	PF3D7_0518600
Q8I3S7	PF3D7_0518100
Q8I3T1	PF3D7_0517700
Q8I3T2	PF3D7_0517600
Q8I3T4	PF3D7_0517400
Q8I3T5	PF3D7_0517300
Q8I3T6	PF3D7_0517200
Q8I3T8	PF3D7_0517000
Q8I3T9	PF3D7_0516900
Q8I3U0	PF3D7_0516800
Q8I3U1	PF3D7_0516700
Q8I3U2	PF3D7_0516600
Q8I3U4	PF3D7_0516400
Q8I3U5	PF3D7_0516300
Q8I3U7	PF3D7_0516100
Q8I3U8	PF3D7_0516000
Q8I3U9	PF3D7_0515900
Q8I3V0	PF3D7_0515800
Q8I3V1	PF3D7_0515700
Q8I3V2	PF3D7_0515600
Q8I3V3	PF3D7_0515500
Q8I3V5	PF3D7_0515300
Q8I3V6	PF3D7_0515200
Q8I3V7	PF3D7_0515100
Q8I3V8	PF3D7_0515000
Q8I3V9	PF3D7_0514900
Q8I3W0	PF3D7_0514800
Q8I3W1	PF3D7_0514700
Q8I3W2	PF3D7_0514600
Q8I3W4	PF3D7_0514300
Q8I3W5	PF3D7_0514200
Q8I3W6	PF3D7_0514100
Q8I3W8	PF3D7_0513900
Q8I3W9	PF3D7_0513800
Q8I3X2	PF3D7_0513500
Q8I3X4	PF3D7_0513300
Q8I3X7	PF3D7_0513000
Q8I3X8	PF3D7_0512900
Q8I3X9	PF3D7_0512800
Q8I3Y0	PF3D7_0512700
Q8I3Y1	PF3D7_0512500
Q8I3Y2	PF3D7_0512400
Q8I3Y3	PF3D7_0512300
Q8I3Y4	PF3D7_0512200
Q8I3Y5	PF3D7_0512100
Q8I3Y6	PF3D7_0512000
Q8I3Y7	PF3D7_0511900
Q8I3Y8	PF3D7_0511800
Q8I3Y9	PF3D7_0511700
Q8I3Z0	PF3D7_0511600
Q8I3Z2	PF3D7_0511400
Q8I3Z3	PF3D7_0511300
Q8I3Z4	PF3D7_0511100
Q8I3Z5	PF3D7_0511000
Q8I3Z8	PF3D7_0510700
Q8I3Z9	PF3D7_0510500
Q8I400	PF3D7_0510400
Q8I401	PF3D7_0510300
Q8I402	PF3D7_0510200
Q8I403	PF3D7_0510100
Q8I404	PF3D7_0510000
Q8I405	PF3D7_0509900
Q8I406	PF3D7_0509800
Q8I407	PF3D7_0509700
Q8I408	PF3D7_0509600
Q8I409	PF3D7_0509500
Q8I412	PF3D7_0509200
Q8I413	PF3D7_0509100
Q8I415	PF3D7_0508800
Q8I416	PF3D7_0508700
Q8I418	PF3D7_0508500
Q8I419	PF3D7_0508400
Q8I420	PF3D7_0508300
Q8I422	PF3D7_0508100
Q8I423	PF3D7_0508000
Q8I425	PF3D7_0507800
Q8I426	PF3D7_0507700
Q8I427	PF3D7_0507600
Q8I429	PF3D7_0507300
Q8I430	PF3D7_0507200
Q8I431	PF3D7_0507100
Q8I432	PF3D7_0507000
Q8I433	PF3D7_0506900
Q8I434	PF3D7_0506800
Q8I435	PF3D7_0506700
Q8I439	PF3D7_0506300
Q8I440	PF3D7_0506200
Q8I441	PF3D7_0506100
Q8I442	PF3D7_0506000
Q8I444	PF3D7_0505800
Q8I445	PF3D7_0505700
Q8I446	PF3D7_0505600
Q8I447	PF3D7_0505500
Q8I448	PF3D7_0505400
Q8I449	PF3D7_0505300
Q8I450	PF3D7_0505200
Q8I455	PF3D7_0504700
Q8I456	PF3D7_0504500
Q8I457	PF3D7_0504400
Q8I458	PF3D7_0504300
Q8I459	PF3D7_0504200
Q8I460	PF3D7_0504100
Q8I461	PF3D7_0504000
Q8I462	PF3D7_0503900
Q8I463	PF3D7_0503800
Q8I465	PF3D7_0503600
Q8I466	PF3D7_0503500
Q8I467	PF3D7_0503400
Q8I468	PF3D7_0503300
Q8I469	PF3D7_0503200
Q8I470	PF3D7_0503100
Q8I472	PF3D7_0502900
Q8I473	PF3D7_0502800
Q8I475	PF3D7_0502500
Q8I476	PF3D7_0502400
Q8I477	PF3D7_0502300
Q8I478	PF3D7_0502200
Q8I479	PF3D7_0502100
Q8I480	PF3D7_0502000
Q8I481	PF3D7_0501900
Q8I482	PF3D7_0501800
Q8I483	PF3D7_0501700
Q8I484	PF3D7_0501600
Q8I485	PF3D7_0501500
Q8I486	PF3D7_0501400
Q8I487	PF3D7_0501300
Q8I488	PF3D7_0501200
Q8I489	PF3D7_0501100
Q8I490	PF3D7_0501000
Q8I491	PF3D7_0500900
Q8I492	PF3D7_0500800
Q8I493	PF3D7_0500500
Q8I494	PF3D7_0500400
Q8I495	PF3D7_0500100
Q8I4N5	PF3D7_1255200
Q8I4N6	PF3D7_1255100
Q8I4N7	PF3D7_1255000
Q8I4N8	PF3D7_0300600
Q8I4N8	PF3D7_0401100
Q8I4N8	PF3D7_1254900
Q8I4N8	PF3D7_1373200
Q8I4N9	PF3D7_1254800
Q8I4P0	PF3D7_1254700
Q8I4P2	PF3D7_1254500
Q8I4P3	PF3D7_1254400
Q8I4P4	PF3D7_1254300
Q8I4P5	PF3D7_1254200
Q8I4P6	PF3D7_1254100
Q8I4P7	PF3D7_1254000
Q8I4P9	PF3D7_1253800
Q8I4Q0	PF3D7_1253700
Q8I4Q2	PF3D7_1253500
Q8I4Q4	PF3D7_1253200
Q8I4Q5	PF3D7_1253100
Q8I4Q6	PF3D7_1253000
Q8I4Q7	PF3D7_1252900
Q8I4Q8	PF3D7_1252800
Q8I4Q9	PF3D7_1252700
Q8I4R0	PF3D7_1252600
Q8I4R3	PF3D7_1252300
Q8I4R4	PF3D7_1252200
Q8I4R4	Pf7G8-2_000401400
Q8I4R4	Pf7G8_120057900
Q8I4R4	PfCD01_120057000
Q8I4R4	PfDd2_120057400
Q8I4R4	PfGA01_120057500
Q8I4R4	PfGB4_120057400
Q8I4R4	PfGN01_120058400
Q8I4R4	PfHB3_120057000
Q8I4R4	PfIT_120057400
Q8I4R4	PfKE01_120057500
Q8I4R4	PfKH01_120058300
Q8I4R4	PfKH02_120056900
Q8I4R4	PfML01_120058300
Q8I4R4	PfNF135_120056600
Q8I4R4	PfNF166_120057800
Q8I4R4	PfNF54_120056000
Q8I4R4	PfSD01_120056900
Q8I4R4	PfSN01_120057600
Q8I4R4	PfTG01_120057200
Q8I4R5	PF3D7_1252100
Q8I4R6	PF3D7_1251800
Q8I4R8	PF3D7_1251600
Q8I4S0	PF3D7_1251400
Q8I4S1	PF3D7_1251300
Q8I4S2	PF3D7_1251200
Q8I4S3	PF3D7_1251100
Q8I4S5	PF3D7_1250900
Q8I4S6	PF3D7_1250800
Q8I4S7	PF3D7_1250700
Q8I4S8	PF3D7_1250600
Q8I4T0	PF3D7_1250400
Q8I4T1	PF3D7_1250300
Q8I4T2	PF3D7_1250200
Q8I4T4	PF3D7_1250000
Q8I4T9	PF3D7_1249500
Q8I4U0	PF3D7_1249400
Q8I4U1	PF3D7_1249300
Q8I4U3	PF3D7_1249100
Q8I4U4	PF3D7_1249000
Q8I4U5	PF3D7_1248900
Q8I4U6	PF3D7_1248800
Q8I4U7	PF3D7_1248700
Q8I4U8	PF3D7_1248600
Q8I4U9	PF3D7_1248500
Q8I4V0	PF3D7_1248400
Q8I4V2	PF3D7_1248200
Q8I4V3	PF3D7_1248100
Q8I4V5	PF3D7_1247900
Q8I4V7	PF3D7_1247500
Q8I4V8	PF3D7_1247400
Q8I4V9	PF3D7_1247300
Q8I4W0	PF3D7_1247200
Q8I4W1	PF3D7_1247100
Q8I4W3	PF3D7_1246900
Q8I4W4	PF3D7_1246800
Q8I4W5	PF3D7_1246700
Q8I4W6	PF3D7_1246600
Q8I4W7	PF3D7_1246500
Q8I4W8	PF3D7_1246400
Q8I4W9	PF3D7_1246300
Q8I4X0	PF3D7_1246200
Q8I4X1	PF3D7_1246100
Q8I4X2	PF3D7_1246000
Q8I4X3	PF3D7_1245900
Q8I4X4	PF3D7_1245800
Q8I4X5	PF3D7_1245600
Q8I4X7	PF3D7_1245400
Q8I4X8	PF3D7_1245300
Q8I4X9	PF3D7_1245200
Q8I4Y0	PF3D7_1245100
Q8I4Y1	PF3D7_1245000
Q8I4Y2	PF3D7_1244900
Q8I4Y3	PF3D7_1244800
Q8I4Y4	PF3D7_1244700
Q8I4Y5	PF3D7_1244600
Q8I4Y6	PF3D7_1244500
Q8I4Y7	PF3D7_1244400
Q8I4Y8	PF3D7_1244200
Q8I4Y9	PF3D7_1244100
Q8I4Z0	PF3D7_1244000
Q8I4Z1	PF3D7_1243900
Q8I4Z2	PF3D7_1243800
Q8I4Z3	PF3D7_1243700
Q8I4Z4	PF3D7_1243600
Q8I4Z6	PF3D7_1243400
Q8I4Z7	PF3D7_1243300
Q8I4Z8	PF3D7_1243100
Q8I4Z9	PF3D7_1243000
Q8I500	PF3D7_1242900
Q8I501	PF3D7_1242800
Q8I502	PF3D7_1242700
Q8I503	PF3D7_1242600
Q8I504	PF3D7_1242500
Q8I505	PF3D7_1242400
Q8I506	PF3D7_1242300
Q8I507	PF3D7_1242200
Q8I508	PF3D7_1242100
Q8I509	PF3D7_1242000
Q8I510	PF3D7_1241900
Q8I511	PF3D7_1241800
Q8I512	PF3D7_1241700
Q8I513	PF3D7_1241600
Q8I514	PF3D7_1241500
Q8I515	PF3D7_1241400
Q8I516	PF3D7_1241300
Q8I517	PF3D7_1241200
Q8I518	PF3D7_1241100
Q8I519	PF3D7_1240600
Q8I520	PF3D7_1240400
Q8I521	PF3D7_1240300
Q8I522	PF3D7_1240100
Q8I523	PF3D7_1240000
Q8I524	PF3D7_1239900
Q8I526	PF3D7_1239700
Q8I527	PF3D7_1239600
Q8I528	PF3D7_1239500
Q8I529	PF3D7_1239400
Q8I530	PF3D7_1239300
Q8I531	PF3D7_1239200
Q8I532	PF3D7_1239100
Q8I533	PF3D7_1239000
Q8I534	PF3D7_1238900
Q8I535	PF3D7_1238800
Q8I537	PF3D7_1238600
Q8I538	PF3D7_1238500
Q8I540	PF3D7_1238300
Q8I541	PF3D7_1238200
Q8I542	PF3D7_1238100
Q8I544	PF3D7_1237900
Q8I545	PF3D7_1237800
Q8I546	PF3D7_1237700
Q8I548	PF3D7_1237500
Q8I549	PF3D7_1237400
Q8I550	PF3D7_1237300
Q8I551	PF3D7_1237200
Q8I553	PF3D7_1237000
Q8I554	PF3D7_1236900
Q8I555	PF3D7_1236800
Q8I556	PF3D7_1236700
Q8I557	PF3D7_1236600
Q8I558	PF3D7_1236500
Q8I559	PF3D7_1236400
Q8I560	PF3D7_1236300
Q8I561	PF3D7_1236200
Q8I562	PF3D7_1236100
Q8I563	PF3D7_1236000
Q8I565	PF3D7_1235800
Q8I566	PF3D7_1235600
Q8I567	PF3D7_1235500
Q8I568	PF3D7_1235400
Q8I569	PF3D7_1235300
Q8I570	PF3D7_1235200
Q8I571	PF3D7_1235100
Q8I572	PF3D7_1235000
Q8I573	PF3D7_1234900
Q8I574	PF3D7_1234800
Q8I575	PF3D7_1234700
Q8I576	PF3D7_1234600
Q8I577	PF3D7_1234500
Q8I578	PF3D7_1234400
Q8I579	PF3D7_1234300
Q8I582	PF3D7_1234000
Q8I583	PF3D7_1233900
Q8I584	PF3D7_1233800
Q8I585	PF3D7_1233700
Q8I589	PF3D7_1233300
Q8I591	PF3D7_1233100
Q8I592	PF3D7_1233000
Q8I596	PF3D7_1232600
Q8I598	PF3D7_1232400
Q8I599	PF3D7_1232300
Q8I5A0	PF3D7_1232200
Q8I5A1	PF3D7_1232000
Q8I5A2	PF3D7_1231900
Q8I5A3	PF3D7_1231800
Q8I5A4	PF3D7_1231600
Q8I5A5	PF3D7_1231500
Q8I5A6	PF3D7_1231400
Q8I5A7	PF3D7_1231300
Q8I5A8	PF3D7_1231200
Q8I5A9	PF3D7_1231100
Q8I5B2	PF3D7_1230800
Q8I5B3	PF3D7_1230700
Q8I5B4	PF3D7_1230600
Q8I5B5	PF3D7_1230500
Q8I5B6	PF3D7_1230400
Q8I5B7	PF3D7_1230300
Q8I5B9	PF3D7_1230100
Q8I5C3	PF3D7_1229600
Q8I5C4	PF3D7_1229500
Q8I5C5	PF3D7_1229400
Q8I5C6	PF3D7_1229300
Q8I5C7	PF3D7_1229100
Q8I5C8	PF3D7_1229000
Q8I5C9	PF3D7_1228900
Q8I5D1	PF3D7_1228700
Q8I5D2	PF3D7_1228600
Q8I5D2	Pf7G8-2_000378400
Q8I5D2	Pf7G8_120034100
Q8I5D2	PfCD01_120033500
Q8I5D2	PfDd2_120033600
Q8I5D2	PfGA01_120033300
Q8I5D2	PfGB4_120034000
Q8I5D2	PfGN01_120034600
Q8I5D2	PfHB3_120033400
Q8I5D2	PfIT_120033700
Q8I5D2	PfKE01_120033600
Q8I5D2	PfKH01_120035000
Q8I5D2	PfKH02_120033700
Q8I5D2	PfNF135_120033800
Q8I5D2	PfNF54_120033400
Q8I5D2	PfSD01_120033500
Q8I5D2	PfSN01_120034200
Q8I5D2	PfTG01_120033500
Q8I5D3	PF3D7_1228500
Q8I5D4	PF3D7_1228400
Q8I5D5	PF3D7_1228300
Q8I5D6	PF3D7_1228200
Q8I5D7	PF3D7_1228100
Q8I5D8	PF3D7_1228000
Q8I5D9	PF3D7_1227900
Q8I5E0	PF3D7_1227800
Q8I5E1	PF3D7_1227700
Q8I5E2	PF3D7_1227600
Q8I5E3	PF3D7_1227500
Q8I5E4	PF3D7_1227400
Q8I5E5	PF3D7_1227300
Q8I5E6	PF3D7_1227200
Q8I5E7	PF3D7_1227100
Q8I5E8	PF3D7_1227000
Q8I5E9	PF3D7_1226900
Q8I5F0	PF3D7_1226800
Q8I5F1	PF3D7_1226700
Q8I5F2	PF3D7_1226500
Q8I5F3	PF3D7_1226400
Q8I5F4	PF3D7_1226300
Q8I5F5	PF3D7_1226200
Q8I5F6	PF3D7_1226100
Q8I5F7	PF3D7_1226000
Q8I5F8	PF3D7_1225900
Q8I5F9	PF3D7_1225800
Q8I5G0	PF3D7_1225700
Q8I5G1	PF3D7_1225600
Q8I5G2	PF3D7_1225500
Q8I5G3	PF3D7_1225400
Q8I5G4	PF3D7_1225300
Q8I5G5	PF3D7_1225200
Q8I5G6	PF3D7_1225100
Q8I5G7	PF3D7_1225000
Q8I5G8	PF3D7_1224900
Q8I5G9	PF3D7_1224800
Q8I5H0	PF3D7_1224700
Q8I5H1	PF3D7_1224600
Q8I5H2	PF3D7_1224500
Q8I5H3	PF3D7_1224400
Q8I5H4	PF3D7_1224300
Q8I5H5	PF3D7_1224200
Q8I5H6	PF3D7_1224100
Q8I5H7	PF3D7_1224000
Q8I5H8	PF3D7_1223900
Q8I5H9	PF3D7_1223800
Q8I5I0	PF3D7_1223700
Q8I5I1	PF3D7_1223600
Q8I5I3	PF3D7_1223400
Q8I5I4	PF3D7_1223200
Q8I5I5	PF3D7_1223000
Q8I5I6	PF3D7_1222900
Q8I5I7	PF3D7_1222800
Q8I5I8	PF3D7_1222700
Q8I5I9	PF3D7_1222600
Q8I5J0	PF3D7_1222500
Q8I5J1	PF3D7_1222400
Q8I5J2	PF3D7_1222100
Q8I5J3	PF3D7_1222000
Q8I5J4	PF3D7_1221900
Q8I5J5	PF3D7_1221800
Q8I5J6	PF3D7_1221700
Q8I5J7	PF3D7_1221600
Q8I5J8	PF3D7_1221500
Q8I5J9	PF3D7_1221400
Q8I5K0	PF3D7_1221300
Q8I5K1	PF3D7_1221200
Q8I5K3	PF3D7_1221000
Q8I5K4	PF3D7_1220900
Q8I5K7	PF3D7_1220600
Q8I5K8	PF3D7_1220500
Q8I5K9	PF3D7_1220400
Q8I5L1	PF3D7_1220100
Q8I5L2	PF3D7_1220000
Q8I5L3	PF3D7_1219900
Q8I5L4	PF3D7_1219600
Q8I5L5	PF3D7_1219300
Q8I5L6	PF3D7_1219100
Q8I5L8	PF3D7_1218900
Q8I5L9	PF3D7_1218800
Q8I5M1	PF3D7_1218700
Q8I5M2	PF3D7_1218600
Q8I5M3	PF3D7_1218500
Q8I5M4	PF3D7_1218400
Q8I5M5	PF3D7_1218300
Q8I5M6	PF3D7_1218200
Q8I5M8	PF3D7_1218000
Q8I5M9	PF3D7_1217900
Q8I5N0	PF3D7_1217800
Q8I5N1	PF3D7_1217700
Q8I5N2	PF3D7_1217600
Q8I5N3	PF3D7_1217500
Q8I5N4	PF3D7_1217400
Q8I5N7	PF3D7_1217100
Q8I5N8	PF3D7_1217000
Q8I5N9	PF3D7_1216900
Q8I5P0	PF3D7_1216700
Q8I5P1	PF3D7_1216600
Q8I5P2	PF3D7_1216500
Q8I5P3	PF3D7_1216400
Q8I5P4	PF3D7_1216300
Q8I5P5	PF3D7_1216200
Q8I5P6	PF3D7_1216100
Q8I5P7	PF3D7_1216000
Q8I5P8	PF3D7_1215900
Q8I5P9	PF3D7_1215800
Q8I5Q0	PF3D7_1215700
Q8I5Q1	PF3D7_1215600
Q8I5Q2	PF3D7_1215400
Q8I5Q3	PF3D7_1215300
Q8I5Q4	PF3D7_1215200
Q8I5Q5	PF3D7_1215100
Q8I5Q6	PF3D7_1215000
Q8I5Q7	PF3D7_1214900
Q8I5Q8	PF3D7_1214800
Q8I5Q9	PF3D7_1214700
Q8I5R0	PF3D7_1214600
Q8I5R2	PF3D7_1214400
Q8I5R3	PF3D7_1214200
Q8I5R4	PF3D7_1214100
Q8I5R5	PF3D7_1214000
Q8I5R7	PF3D7_1213800
Q8I5R8	PF3D7_1213700
Q8I5R9	PF3D7_1213600
Q8I5S0	PF3D7_1213500
Q8I5S1	PF3D7_1213400
Q8I5S2	PF3D7_1213300
Q8I5S3	PF3D7_1213200
Q8I5S4	PF3D7_1212900
Q8I5S5	PF3D7_1212800
Q8I5S6	PF3D7_1212700
Q8I5S7	PF3D7_1212500
Q8I5S8	PF3D7_1212400
Q8I5S9	PF3D7_1212300
Q8I5T0	PF3D7_1212200
Q8I5T1	PF3D7_1212100
Q8I5T2	PF3D7_1212000
Q8I5T4	PF3D7_1211700
Q8I5T6	PF3D7_1211500
Q8I5T7	PF3D7_1211300
Q8I5T8	PF3D7_1211200
Q8I5T9	PF3D7_1211100
Q8I5U0	PF3D7_1211000
Q8I5U1	PF3D7_1210900
Q8I5U2	PF3D7_1210700
Q8I5U3	PF3D7_1210600
Q8I5U4	PF3D7_1210500
Q8I5U5	PF3D7_1210400
Q8I5U6	PF3D7_1210300
Q8I5U7	PF3D7_1210200
Q8I5U8	PF3D7_1210100
Q8I5U9	PF3D7_1210000
Q8I5V0	PF3D7_1209900
Q8I5V1	PF3D7_1209800
Q8I5V2	PF3D7_1209700
Q8I5V3	PF3D7_1209600
Q8I5V4	PF3D7_1209500
Q8I5V4	Pf7G8_120014500
Q8I5V4	PfCD01_120014500
Q8I5V4	PfDd2_120014300
Q8I5V4	PfGA01_120014500
Q8I5V4	PfGB4_120014500
Q8I5V4	PfGN01_120015900
Q8I5V4	PfHB3_120014700
Q8I5V4	PfIT_120014900
Q8I5V4	PfKE01_120014900
Q8I5V4	PfKH01_120016000
Q8I5V4	PfKH02_120014900
Q8I5V4	PfML01_120015000
Q8I5V4	PfSD01_120014600
Q8I5V4	PfSN01_120015500
Q8I5V4	PfTG01_120014900
Q8I5V5	PF3D7_1209400
Q8I5V6	PF3D7_1209200
Q8I5V7	PF3D7_1209100
Q8I5V8	PF3D7_1209000
Q8I5V9	PF3D7_1208900
Q8I5W0	PF3D7_1208800
Q8I5W1	PF3D7_1208700
Q8I5W2	PF3D7_1208600
Q8I5W3	PF3D7_1208500
Q8I5W4	PF3D7_1208400
Q8I5W7	PF3D7_1208000
Q8I5W9	PF3D7_1207800
Q8I5X0	PF3D7_1207500
Q8I5X1	PF3D7_1207400
Q8I5X2	PF3D7_1207300
Q8I5X4	PF3D7_1207100
Q8I5X5	PF3D7_1207000
Q8I5X7	PF3D7_1206800
Q8I5X8	PF3D7_1206700
Q8I5X9	PF3D7_1206600
Q8I5Y0	PF3D7_1206500
Q8I5Y1	PF3D7_1206400
Q8I5Y3	PF3D7_1206200
Q8I5Y5	PF3D7_1206000
Q8I5Y6	PF3D7_1205900
Q8I5Y7	PF3D7_1205800
Q8I5Y8	PF3D7_1205700
Q8I5Y9	PF3D7_1205600
Q8I5Z0	PF3D7_1205500
Q8I5Z1	PF3D7_1205400
Q8I5Z3	PF3D7_1205200
Q8I5Z4	PF3D7_1205100
Q8I5Z5	PF3D7_1205000
Q8I5Z6	PF3D7_1204900
Q8I5Z8	PF3D7_1204700
Q8I5Z9	PF3D7_1204600
Q8I600	PF3D7_1204500
Q8I601	PF3D7_1204400
Q8I603	PF3D7_1204300
Q8I604	PF3D7_1204200
Q8I605	PF3D7_1204100
Q8I607	PF3D7_1203900
Q8I608	PF3D7_1203700
Q8I609	PF3D7_1203600
Q8I610	PF3D7_1203500
Q8I611	PF3D7_1203400
Q8I612	PF3D7_1203300
Q8I613	PF3D7_1203200
Q8I614	PF3D7_1203100
Q8I615	PF3D7_1203000
Q8I616	PF3D7_1202900
Q8I617	PF3D7_1202800
Q8I618	PF3D7_1202700
Q8I621	PF3D7_1202400
Q8I623	PF3D7_1202200
Q8I624	PF3D7_1202100
Q8I626	PF3D7_1201900
Q8I627	PF3D7_1201800
Q8I628	PF3D7_1201700
Q8I629	PF3D7_1201600
Q8I630	PF3D7_1201500
Q8I631	PF3D7_1201400
Q8I632	PF3D7_1201300
Q8I633	PF3D7_1201200
Q8I634	PF3D7_1201100
Q8I635	PF3D7_1201000
Q8I636	PF3D7_1200900
Q8I637	PF3D7_1200800
Q8I638	PF3D7_1200700
Q8I641	PF3D7_1200300
Q8I642	PF3D7_1200200
Q8I643	PF3D7_1200100
Q8I651	PF3D7_0221800
Q8I652	PF3D7_0221200
Q8I653	PF3D7_0220700
Q8I654	PF3D7_0220300
Q8I655	PF3D7_0219400
Q8I656	PF3D7_0219300
Q8I657	PF3D7_0217700
Q8I659	PF3D7_0216700
Q8I660	PF3D7_0215100
Q8I661	PF3D7_0211300
Q8I662	PF3D7_0208700
Q8I665	PF3D7_0204200
Q8I666	PF3D7_0203800
Q8I668	PF3D7_0203400
Q8I669	PF3D7_0202200
Q8I670	PF3D7_0201100
Q8I6S4	PF3D7_0804800
Q8I6S5	PF3D7_0820700
Q8I6S7	PF3D7_0702600
Q8I6T0	PF3D7_1365500
Q8I6T1	PF3D7_1346700
Q8I6T2	PF3D7_1345700
Q8I6T3	PF3D7_1328100
Q8I6T4	PF3D7_1323000
Q8I6T5	PF3D7_1314500
Q8I6T6	PF3D7_1311700
Q8I6T7	PF3D7_1311300
Q8I6T8	PF3D7_1310900
Q8I6U4	PF3D7_1115700
Q8I6U5	PF3D7_1115300
Q8I6U5	Pf7G8-2_000338100
Q8I6U5	Pf7G8_110018900
Q8I6U5	PfCD01_110020700
Q8I6U5	PfDd2_110018300
Q8I6U5	PfGA01_140063400
Q8I6U5	PfGB4_140064100
Q8I6U5	PfGN01_110019800
Q8I6U5	PfHB3_110018400
Q8I6U5	PfIT_110019600
Q8I6U5	PfKE01_110019800
Q8I6U5	PfKH01_110019400
Q8I6U5	PfKH02_110020300
Q8I6U5	PfML01_110020100
Q8I6U5	PfNF135_110018500
Q8I6U5	PfNF166_110018700
Q8I6U5	PfNF54_110019600
Q8I6U5	PfSD01_110017900
Q8I6U5	PfSN01_110018400
Q8I6U5	PfTG01_110019700
Q8I6U7	PF3D7_1022500
Q8I6U8	PF3D7_1016300
Q8I6U9	PF3D7_1462700
Q8I6V1	PF3D7_1447300
Q8I6V2	PF3D7_1430900
Q8I6V3	PF3D7_1408000
Q8I6Z1	PF3D7_0731600
Q8I6Z2	PF3D7_0729500
Q8I6Z3	PF3D7_0722100
Q8I6Z4	PF3D7_1368200
Q8I6Z5	PF3D7_1323500
Q8I6Z7	PF3D7_1321500
Q8I6Z8	PF3D7_1317000
Q8I6Z9	PF3D7_1312000
Q8I700	PF3D7_1309500
Q8I701	PF3D7_1302600
Q8I713	PF3D7_1109900
Q8I714	PF3D7_1105500
Q8I715	PF3D7_1018000
Q8I716	PF3D7_1005000
Q8I717	PF3D7_1471000
Q8I718	PF3D7_1454100
Q8I719	PF3D7_1436600
Q8I720	PF3D7_1414600
Q8IAK1	PF3D7_0800100
Q8IAK4	PF3D7_0800500
Q8IAK5	PF3D7_0800600
Q8IAK7	PF3D7_0800800
Q8IAK9	PF3D7_0801000
Q8IAL0	PF3D7_0801300
Q8IAL3	PF3D7_0801500
Q8IAL4	PF3D7_0801600
Q8IAL6	PF3D7_0801800
Q8IAM0	PF3D7_0802000
Q8IAM1	PF3D7_0802100
Q8IAM2	PF3D7_0802200
Q8IAM3	PF3D7_0802300
Q8IAM4	PF3D7_0802400
Q8IAM7	PF3D7_0802700
Q8IAM8	PF3D7_0802800
Q8IAN0	PF3D7_0803000
Q8IAN1	PF3D7_0803100
Q8IAN2	PF3D7_0803200
Q8IAN3	PF3D7_0803300
Q8IAN4	PF3D7_0803400
Q8IAN5	PF3D7_0803500
Q8IAN7	PF3D7_0803700
Q8IAN8	PF3D7_0804000
Q8IAN9	PF3D7_0804300
Q8IAP0	PF3D7_0804400
Q8IAP4	PF3D7_0804900
Q8IAP6	PF3D7_0805100
Q8IAP7	PF3D7_0805200
Q8IAP8	PF3D7_0805300
Q8IAQ4	PF3D7_0806400
Q8IAQ5	PF3D7_0806500
Q8IAQ8	PF3D7_0806800
Q8IAR1	PF3D7_0807100
Q8IAR3	PF3D7_0807500
Q8IAR5	PF3D7_0807700
Q8IAR5	PfDd2_080012900
Q8IAR5	PfGB4_080012300
Q8IAR5	PfIT_080012800
Q8IAR5	PfKE01_080013300
Q8IAR5	PfKH02_080013100
Q8IAR5	PfNF166_080011800
Q8IAR5	PfNF54_080011700
Q8IAR5	PfSN01_080011800
Q8IAR6	PF3D7_0807800
Q8IAR7	PF3D7_0807900
Q8IAS0	PF3D7_0808200
Q8IAS1	PF3D7_0808300
Q8IAS3	PF3D7_0808600
Q8IAS4	PF3D7_0808700
Q8IAS5	PF3D7_0808800
Q8IAS6	PF3D7_0808900
Q8IAS7	PF3D7_0809100
Q8IAS8	PF3D7_0809200
Q8IAS9	PF3D7_0809400
Q8IAT2	PF3D7_0809700
Q8IAT4	PF3D7_0809900
Q8IAT5	PF3D7_0810000
Q8IAT7	PF3D7_0810200
Q8IAU0	PF3D7_0810500
Q8IAU1	PF3D7_0810600
Q8IAU3	PF3D7_0810800
Q8IAU4	PF3D7_0810900
Q8IAU5	PF3D7_0811000
Q8IAU6	PF3D7_0811100
Q8IAU7	PF3D7_0811200
Q8IAV1	PF3D7_0811600
